Message,EventID,SourceName,TimeCreated,Hostname,Task,Level,Keywords,Channel,ProviderGuid,@timestamp,SubjectLogonId,SubjectDomainName,SubjectUserSid,SourceHandleId,TargetHandleId,SourceProcessId,TargetProcessId,SubjectUserName,ObjectServer,HandleId,ProcessName,ProcessId,RestrictedSidCount,ObjectName,ResourceAttributes,PrivilegeList,TransactionId,AccessMask,ObjectType,AccessReason,AccessList,CommandLine,NewProcessId,TargetLogonId,TokenElevationType,NewProcessName,TargetDomainName,TargetUserName,ParentProcessName,TargetUserSid,MandatoryLabel,Service,Type,ReadOperation,ClientProcessId,ProcessCreationTime,ReturnCode,CountOfCredentialsReturned,TargetName,DisabledPrivilegeList,EnabledPrivilegeList,NewSd,OldSd,Flags,PackageSid,Schema,SchemaFriendlyName,Resource,Identity,Status,SourcePort,LayerName,SourceAddress,Protocol,LayerRTID,FilterRTID,Application,RemoteMachineID,Direction,DestPort,RemoteUserID,DestAddress,ProcessID,GrantedAccess,SourceThreadId,SourceImage,CallTrace,UtcTime,TargetProcessGUID,RuleName,SourceProcessGUID,TargetImage,ProcessGuid,Image,EventType,TargetObject,Details,Archived,Hashes,Session,ClientInfo,Signature,Company,ImageLoaded,FileVersion,Description,SignatureStatus,Product,Signed,OriginalFileName,User,ParentProcessId,IntegrityLevel,CurrentDirectory,ParentCommandLine,TerminalSessionId,ParentImage,ParentProcessGuid,LogonGuid,LogonId,Device,TargetFilename,CreationUtcTime,PipeName
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.692
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\ucrtbase.dll
FileVersion: 10.0.18362.1110 (WinBuild.160101.0800)
Description: Microsoft® C Runtime Library
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: ucrtbase.dll
Hashes: SHA1=D10BBE9B65C2C6F8FCA6850D0B79CBC6EF04D691,MD5=126821F73FD9FFCE6E091CF9480E1B60,SHA256=7B28F46F0A09CFD9129109A94B1C16C9C62EEF46C09113C4C585D9BF0E69B2DA,IMPHASH=5AE9A136FAFA10321F3D48251BF4F6A1
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.706Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.706Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.692,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=D10BBE9B65C2C6F8FCA6850D0B79CBC6EF04D691,MD5=126821F73FD9FFCE6E091CF9480E1B60,SHA256=7B28F46F0A09CFD9129109A94B1C16C9C62EEF46C09113C4C585D9BF0E69B2DA,IMPHASH=5AE9A136FAFA10321F3D48251BF4F6A1",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\ucrtbase.dll,10.0.18362.1110 (WinBuild.160101.0800),Microsoft® C Runtime Library,Valid,Microsoft® Windows® Operating System,true,ucrtbase.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.692
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\bcryptprimitives.dll
FileVersion: 10.0.18362.836 (WinBuild.160101.0800)
Description: Windows Cryptographic Primitives Library
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: bcryptprimitives.dll
Hashes: SHA1=B4222C8DC3274CFC3FE54F322D827B2F01FFF036,MD5=EF2BBEAFF07D32A2EC77FB4602FA9664,SHA256=6B47F3E88CDEDF8F31F91940E38A4544818C79D153323262F9F46B21F41D262C,IMPHASH=402DA460E2AC467F4489C588A9941032
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.706Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.706Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.692,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=B4222C8DC3274CFC3FE54F322D827B2F01FFF036,MD5=EF2BBEAFF07D32A2EC77FB4602FA9664,SHA256=6B47F3E88CDEDF8F31F91940E38A4544818C79D153323262F9F46B21F41D262C,IMPHASH=402DA460E2AC467F4489C588A9941032",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\bcryptprimitives.dll,10.0.18362.836 (WinBuild.160101.0800),Windows Cryptographic Primitives Library,Valid,Microsoft® Windows® Operating System,true,bcryptprimitives.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.692
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\gdi32.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: GDI Client DLL
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: gdi32
Hashes: SHA1=9E91D74D5B9BF64A3D4BE8C5EA3594F5DA2BC299,MD5=2839609118F48DEA292084E43FAA72D8,SHA256=4FC9460147D5A3AA1F9498863CF10BB7BE6099BEF1A3D55503164CA51E36E27E,IMPHASH=C5F30E6A06AB646153863B68366FE58A
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.707Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.707Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.692,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=9E91D74D5B9BF64A3D4BE8C5EA3594F5DA2BC299,MD5=2839609118F48DEA292084E43FAA72D8,SHA256=4FC9460147D5A3AA1F9498863CF10BB7BE6099BEF1A3D55503164CA51E36E27E,IMPHASH=C5F30E6A06AB646153863B68366FE58A",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\gdi32.dll,10.0.18362.1 (WinBuild.160101.0800),GDI Client DLL,Valid,Microsoft® Windows® Operating System,true,gdi32,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.692
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\win32u.dll
FileVersion: 10.0.18362.1139 (WinBuild.160101.0800)
Description: Win32u
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Win32u.DLL
Hashes: SHA1=09CAA4704CC828100AA4BDB1366B5156CD1A63E4,MD5=BE23D5C90313AACEC36448136408D336,SHA256=20EE5EE473456C0853CC7B64FA9BCDBFB3C00B0848B3CFE141535C10AC944478,IMPHASH=00000000000000000000000000000000
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.707Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.707Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.692,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=09CAA4704CC828100AA4BDB1366B5156CD1A63E4,MD5=BE23D5C90313AACEC36448136408D336,SHA256=20EE5EE473456C0853CC7B64FA9BCDBFB3C00B0848B3CFE141535C10AC944478,IMPHASH=00000000000000000000000000000000",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\win32u.dll,10.0.18362.1139 (WinBuild.160101.0800),Win32u,Valid,Microsoft® Windows® Operating System,true,Win32u.DLL,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\gdi32full.dll
FileVersion: 10.0.18362.1139 (WinBuild.160101.0800)
Description: GDI Client DLL
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: gdi32
Hashes: SHA1=F9E2F12438029B6CC54E25DC77E0CDAF4E2F60E6,MD5=EF7E6E4AA8B9EB0B9C2915F6C8F0C71A,SHA256=0428CCE46E90E781510B784E97DC514D4F0564B31591526CDABD40654D4A8F79,IMPHASH=4D32F6E2211CD04CA28C2CD4FAC607E8
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.708Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.708Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=F9E2F12438029B6CC54E25DC77E0CDAF4E2F60E6,MD5=EF7E6E4AA8B9EB0B9C2915F6C8F0C71A,SHA256=0428CCE46E90E781510B784E97DC514D4F0564B31591526CDABD40654D4A8F79,IMPHASH=4D32F6E2211CD04CA28C2CD4FAC607E8",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\gdi32full.dll,10.0.18362.1139 (WinBuild.160101.0800),GDI Client DLL,Valid,Microsoft® Windows® Operating System,true,gdi32,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\msvcp_win.dll
FileVersion: 10.0.18362.1110 (WinBuild.160101.0800)
Description: Microsoft® C Runtime Library
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: msvcp_win.dll
Hashes: SHA1=56A126B33C43CE80C5DA3319FA4FBE28F617599C,MD5=94027F5AE9D6FC3B0917C1B5BCD2D88E,SHA256=2FC246F193104FB36285360E9FB14CE10B04EDB50D9D5ECFD9FDA1F010BFCDB9,IMPHASH=7F555C87AEA488E97B6067A0419ED3B4
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.708Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.708Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=56A126B33C43CE80C5DA3319FA4FBE28F617599C,MD5=94027F5AE9D6FC3B0917C1B5BCD2D88E,SHA256=2FC246F193104FB36285360E9FB14CE10B04EDB50D9D5ECFD9FDA1F010BFCDB9,IMPHASH=7F555C87AEA488E97B6067A0419ED3B4",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\msvcp_win.dll,10.0.18362.1110 (WinBuild.160101.0800),Microsoft® C Runtime Library,Valid,Microsoft® Windows® Operating System,true,msvcp_win.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\user32.dll
FileVersion: 10.0.18362.1110 (WinBuild.160101.0800)
Description: Multi-User Windows USER API Client DLL
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: user32
Hashes: SHA1=6B56618013746DA2480E9B14DBD03BD1C6DC009F,MD5=99391EBA3F88D56C3D27268D7947782F,SHA256=3AC2B856DD34D51A631C26791916A036C6C917667D8562676CCE8F2F35349221,IMPHASH=70F6F0466DB32D0AA9E18434AE996907
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.708Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.708Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=6B56618013746DA2480E9B14DBD03BD1C6DC009F,MD5=99391EBA3F88D56C3D27268D7947782F,SHA256=3AC2B856DD34D51A631C26791916A036C6C917667D8562676CCE8F2F35349221,IMPHASH=70F6F0466DB32D0AA9E18434AE996907",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\user32.dll,10.0.18362.1110 (WinBuild.160101.0800),Multi-User Windows USER API Client DLL,Valid,Microsoft® Windows® Operating System,true,user32,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\imm32.dll
FileVersion: 10.0.18362.387 (WinBuild.160101.0800)
Description: Multi-User Windows IMM32 API Client DLL
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: imm32
Hashes: SHA1=76BB2AB8D3CB6DB6D23F4771334C9AA9C231B03A,MD5=025CC332EDC4B1A38290F3E36BCEF4FB,SHA256=0FE3C1C575EA1B0257B2EB12527EC35E3004CD88EA5BAEC7095386A9F9EB70AD,IMPHASH=24F54B6761C10BA12481CF6C780605BF
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.712Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.712Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=76BB2AB8D3CB6DB6D23F4771334C9AA9C231B03A,MD5=025CC332EDC4B1A38290F3E36BCEF4FB,SHA256=0FE3C1C575EA1B0257B2EB12527EC35E3004CD88EA5BAEC7095386A9F9EB70AD,IMPHASH=24F54B6761C10BA12481CF6C780605BF",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\imm32.dll,10.0.18362.387 (WinBuild.160101.0800),Multi-User Windows IMM32 API Client DLL,Valid,Microsoft® Windows® Operating System,true,imm32,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\kernel.appcore.dll
FileVersion: 10.0.18362.1110 (WinBuild.160101.0800)
Description: AppModel API Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: kernel.appcore.dll
Hashes: SHA1=F1D1D942ACBA432D60C139A8AE9644665044BCD6,MD5=5539643D8D55C97FB3A5F7E24C448A3F,SHA256=4FB47D56F0FC6C27FEC884E078A2999F7B2E10994359960CC78182544CA80C36,IMPHASH=639D16ACD736EAE912B88E985A0A7A0F
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.713Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.713Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=F1D1D942ACBA432D60C139A8AE9644665044BCD6,MD5=5539643D8D55C97FB3A5F7E24C448A3F,SHA256=4FB47D56F0FC6C27FEC884E078A2999F7B2E10994359960CC78182544CA80C36,IMPHASH=639D16ACD736EAE912B88E985A0A7A0F",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\kernel.appcore.dll,10.0.18362.1110 (WinBuild.160101.0800),AppModel API Host,Valid,Microsoft® Windows® Operating System,true,kernel.appcore.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\version.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: Version Checking and File Installation Libraries
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: VERSION.DLL
Hashes: SHA1=119724CC09BB52731D86A6B9F94003ED88E0E3FE,MD5=2C7C14627CFF3384C52E61D4DBD0ECC3,SHA256=41B4D85D84A86E41B948694B9B5F398A0D79F47629D6D969EB5B461D4F5D0347,IMPHASH=34340C2C4E9AA6EF6AD12BB695FC695B
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.714Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.714Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=119724CC09BB52731D86A6B9F94003ED88E0E3FE,MD5=2C7C14627CFF3384C52E61D4DBD0ECC3,SHA256=41B4D85D84A86E41B948694B9B5F398A0D79F47629D6D969EB5B461D4F5D0347,IMPHASH=34340C2C4E9AA6EF6AD12BB695FC695B",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\version.dll,10.0.18362.1 (WinBuild.160101.0800),Version Checking and File Installation Libraries,Valid,Microsoft® Windows® Operating System,true,VERSION.DLL,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll
FileVersion: 4.8.4250.0 built by: NET48REL1LAST_C
Description: Microsoft .NET Runtime Common Language Runtime - WorkStation
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: clr.dll
Hashes: SHA1=F87233A38F5317E386CC33B28C23F75E1BE214B8,MD5=061CB10DC6589F30594EB82D47BD8496,SHA256=DDB1BB309E21F8AE03FA058D9DB60901CEBC25FBB1836EADE04E80AD90839ADB,IMPHASH=2BC2B098BC197051D6B424CC7B54426F
Signed: true
Signature: Microsoft Corporation
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.715Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.715Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=F87233A38F5317E386CC33B28C23F75E1BE214B8,MD5=061CB10DC6589F30594EB82D47BD8496,SHA256=DDB1BB309E21F8AE03FA058D9DB60901CEBC25FBB1836EADE04E80AD90839ADB,IMPHASH=2BC2B098BC197051D6B424CC7B54426F",,,Microsoft Corporation,Microsoft Corporation,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll,4.8.4250.0 built by: NET48REL1LAST_C,Microsoft .NET Runtime Common Language Runtime - WorkStation,Valid,Microsoft® .NET Framework,true,clr.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\vcruntime140_clr0400.dll
FileVersion: 14.10.25028.0 built by: VCTOOLSD15RTM
Description: Microsoft® C Runtime Library
Product: Microsoft® Visual Studio® 2017
Company: Microsoft Corporation
OriginalFileName: vcruntime140_clr0400.dll
Hashes: SHA1=6790994B2E72E7FE8690CD8EBA1FCF4577389280,MD5=63936588122BDEE9624D02CE3F8F54EA,SHA256=21F7E6165CE8DD92DB8CDF48CEE83DE64B2B0807B7B499CF87678B70C6F8C32F,IMPHASH=CD244BF7A749BF0B13E038D2EE842BFC
Signed: true
Signature: Microsoft Corporation
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.716Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.716Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=6790994B2E72E7FE8690CD8EBA1FCF4577389280,MD5=63936588122BDEE9624D02CE3F8F54EA,SHA256=21F7E6165CE8DD92DB8CDF48CEE83DE64B2B0807B7B499CF87678B70C6F8C32F,IMPHASH=CD244BF7A749BF0B13E038D2EE842BFC",,,Microsoft Corporation,Microsoft Corporation,C:\Windows\System32\vcruntime140_clr0400.dll,14.10.25028.0 built by: VCTOOLSD15RTM,Microsoft® C Runtime Library,Valid,Microsoft® Visual Studio® 2017,true,vcruntime140_clr0400.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\ucrtbase_clr0400.dll
FileVersion: 14.10.25028.0 built by: VCTOOLSD15RTM
Description: Microsoft® C Runtime Library
Product: Microsoft® Visual Studio® 2017
Company: Microsoft Corporation
OriginalFileName: ucrtbase_clr0400.dll
Hashes: SHA1=FF572BE9C4959684F64CF1EAD2636FE983E59627,MD5=F8F171BE1820544E15B555847005355C,SHA256=CDDF9A2BF085AE59BA464B3BA6394AACFC342DA5F17D77FD5306054C8AABF153,IMPHASH=0524DC27AA10ADA72FFB6F88F5FD8829
Signed: true
Signature: Microsoft Corporation
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.717Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.717Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=FF572BE9C4959684F64CF1EAD2636FE983E59627,MD5=F8F171BE1820544E15B555847005355C,SHA256=CDDF9A2BF085AE59BA464B3BA6394AACFC342DA5F17D77FD5306054C8AABF153,IMPHASH=0524DC27AA10ADA72FFB6F88F5FD8829",,,Microsoft Corporation,Microsoft Corporation,C:\Windows\System32\ucrtbase_clr0400.dll,14.10.25028.0 built by: VCTOOLSD15RTM,Microsoft® C Runtime Library,Valid,Microsoft® Visual Studio® 2017,true,ucrtbase_clr0400.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:11.707
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\ucrtbase_clr0400.dll
FileVersion: 14.10.25028.0 built by: VCTOOLSD15RTM
Description: Microsoft® C Runtime Library
Product: Microsoft® Visual Studio® 2017
Company: Microsoft Corporation
OriginalFileName: ucrtbase_clr0400.dll
Hashes: SHA1=FF572BE9C4959684F64CF1EAD2636FE983E59627,MD5=F8F171BE1820544E15B555847005355C,SHA256=CDDF9A2BF085AE59BA464B3BA6394AACFC342DA5F17D77FD5306054C8AABF153,IMPHASH=0524DC27AA10ADA72FFB6F88F5FD8829
Signed: true
Signature: Microsoft Corporation
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:11.717Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:11.717Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:11.707,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=FF572BE9C4959684F64CF1EAD2636FE983E59627,MD5=F8F171BE1820544E15B555847005355C,SHA256=CDDF9A2BF085AE59BA464B3BA6394AACFC342DA5F17D77FD5306054C8AABF153,IMPHASH=0524DC27AA10ADA72FFB6F88F5FD8829",,,Microsoft Corporation,Microsoft Corporation,C:\Windows\System32\ucrtbase_clr0400.dll,14.10.25028.0 built by: VCTOOLSD15RTM,Microsoft® C Runtime Library,Valid,Microsoft® Visual Studio® 2017,true,ucrtbase_clr0400.dll,,,,,,,,,,,,,,
